날짜,사고,사망,부상,비트코인가격,,,사고,사망
2009-11-29,95,2,204,0,,,,
2009-11-30,64,3,105,0,,,,
2009-12-01,66,1,131,0,,,,
2009-12-02,62,2,101,0,,,,
2009-12-03,66,2,119,0,,,,
2009-12-04,65,3,107,0,,,,
2009-12-05,97,1,204,0,,,,
2009-12-06,79,3,160,0,,,,
2009-12-07,63,2,101,0,,,,
2009-12-08,63,1,109,0,,,,
2009-12-09,77,5,140,0,,,,
2009-12-10,121,3,214,0,,,,
2009-12-11,102,4,178,0,,,,
2009-12-12,88,3,153,0,,,,
2009-12-13,82,3,191,0,,,,
2009-12-14,49,3,87,0,,,,
2009-12-15,62,0,101,0,,,,
2009-12-16,92,2,160,0,,,,
2009-12-17,82,2,143,0,,,,
2009-12-18,85,5,167,0,,,,
2009-12-19,105,4,203,0,,,,
2009-12-20,90,1,184,0,,,,
2009-12-21,55,3,90,0,,,,
2009-12-22,69,0,109,0,,,,
2009-12-23,69,2,120,0,,,,
2009-12-24,65,1,129,0,,,,
2009-12-25,74,2,167,0,,,,
2009-12-26,66,3,132,0,,,,
2009-12-27,64,2,121,0,,,,
2009-12-28,44,1,70,0,,,,
2009-12-29,50,2,110,0,,,,
2009-12-30,108,2,220,0,,,,
2009-12-31,125,1,265,0,,,,
2010-01-01,84,0,201,0,,,,
2010-01-02,64,2,114,0,,,,
2010-01-03,61,0,146,0,,,,
2010-01-04,32,2,50,0,,,,
2010-01-05,27,0,54,0,,,,
2010-01-06,39,0,71,0,,,,
2010-01-07,44,0,66,0,,,,
2010-01-08,67,2,113,0,,,,
2010-01-09,69,1,137,0,,,,
2010-01-10,77,2,158,0,,,,
2010-01-11,55,5,100,0,,,,
2010-01-12,64,2,102,0,,,,
2010-01-13,70,2,125,0,,,,
2010-01-14,72,3,114,0,,,,
2010-01-15,85,0,169,0,,,,
2010-01-16,88,0,182,0,,,,
2010-01-17,88,2,163,0,,,,
2010-01-18,50,2,81,0,,,,
2010-01-19,62,3,107,0,,,,
2010-01-20,90,4,174,0,,,,
2010-01-21,69,2,130,0,,,,
2010-01-22,61,1,112,0,,,,
2010-01-23,91,3,166,0,,,,
2010-01-24,59,1,102,0,,,,
2010-01-25,43,1,83,0,,,,
2010-01-26,72,2,148,0,,,,
2010-01-27,74,1,125,0,,,,
2010-01-28,68,5,125,0,,,,
2010-01-29,56,2,101,0,,,,
2010-01-30,80,5,136,0,,,,
2010-01-31,81,5,160,0,,,,
2010-02-01,52,1,86,0,,,,
2010-02-02,61,1,101,0,,,,
2010-02-03,51,1,91,0,,,,
2010-02-04,54,3,92,0,,,,
2010-02-05,65,2,112,0,,,,
2010-02-06,90,5,173,0,,,,
2010-02-07,56,2,119,0,,,,
2010-02-08,50,1,83,0,,,,
2010-02-09,86,0,152,0,,,,
2010-02-10,79,0,140,0,,,,
2010-02-11,102,4,202,0,,,,
2010-02-12,111,9,188,0,,,,
2010-02-13,82,0,159,0,,,,
2010-02-14,68,4,155,0,,,,
2010-02-15,54,1,138,0,,,,
2010-02-16,54,0,101,0,,,,
2010-02-17,49,3,82,0,,,,
2010-02-18,55,0,91,0,,,,
2010-02-19,52,1,82,0,,,,
2010-02-20,62,0,117,0,,,,
2010-02-21,67,7,143,0,,,,
2010-02-22,44,0,78,0,,,,
2010-02-23,47,0,86,0,,,,
2010-02-24,67,2,125,0,,,,
2010-02-25,81,2,132,0,,,,
2010-02-26,94,1,166,0,,,,
2010-02-27,74,1,127,0,,,,
2010-02-28,71,5,142,0,,,,
2010-03-01,64,4,134,0,,,,
2010-03-02,40,1,62,0,,,,
2010-03-03,46,2,97,0,,,,
2010-03-04,67,2,111,0,,,,
2010-03-05,69,5,109,0,,,,
2010-03-06,102,1,183,0,,,,
2010-03-07,79,1,166,0,,,,
2010-03-08,39,0,63,0,,,,
2010-03-09,73,3,123,0,,,,
2010-03-10,85,1,163,0,,,,
2010-03-11,54,2,101,0,,,,
2010-03-12,49,0,110,0,,,,
2010-03-13,54,1,99,0,,,,
2010-03-14,71,2,127,0,,,,
2010-03-15,54,0,91,0,,,,
2010-03-16,40,0,71,0,,,,
2010-03-17,84,2,137,0,,,,
2010-03-18,61,4,118,0,,,,
2010-03-19,66,2,111,0,,,,
2010-03-20,87,1,161,0,,,,
2010-03-21,74,0,168,0,,,,
2010-03-22,69,4,99,0,,,,
2010-03-23,64,2,112,0,,,,
2010-03-24,68,2,119,0,,,,
2010-03-25,73,2,114,0,,,,
2010-03-26,78,3,132,0,,,,
2010-03-27,89,0,154,0,,,,
2010-03-28,72,4,132,0,,,,
2010-03-29,60,1,92,0,,,,
2010-03-30,58,1,102,0,,,,
2010-03-31,79,1,147,0,,,,
2010-04-01,95,3,175,0,,,,
2010-04-02,65,1,134,0,,,,
2010-04-03,82,2,148,0,,,,
2010-04-04,55,3,97,0,,,,
2010-04-05,49,1,75,0,,,,
2010-04-06,51,1,86,0,,,,
2010-04-07,48,2,94,0,,,,
2010-04-08,57,0,94,0,,,,
2010-04-09,62,1,101,0,,,,
2010-04-10,70,1,153,0,,,,
2010-04-11,65,1,128,0,,,,
2010-04-12,62,2,105,0,,,,
2010-04-13,69,4,107,0,,,,
2010-04-14,67,4,123,0,,,,
2010-04-15,75,1,133,0,,,,
2010-04-16,54,3,97,0,,,,
2010-04-17,77,4,153,0,,,,
2010-04-18,68,5,144,0,,,,
2010-04-19,52,0,118,0,,,,
2010-04-20,48,0,63,0,,,,
2010-04-21,101,3,180,0,,,,
2010-04-22,112,1,210,0,,,,
2010-04-23,87,3,144,0,,,,
2010-04-24,81,1,178,0,,,,
2010-04-25,80,1,158,0,,,,
2010-04-26,77,1,131,0,,,,
2010-04-27,73,1,132,0,,,,
2010-04-28,87,1,154,0,,,,
2010-04-29,74,3,125,0,,,,
2010-04-30,84,1,161,0,,,,
2010-05-01,70,0,131,0,,,,
2010-05-02,82,4,148,0,,,,
2010-05-03,53,0,98,0,,,,
2010-05-04,54,0,90,0,,,,
2010-05-05,75,1,144,0,,,,
2010-05-06,68,0,119,0,,,,
2010-05-07,62,5,104,0,,,,
2010-05-08,91,2,179,0,,,,
2010-05-09,57,1,113,0,,,,
2010-05-10,39,1,62,0,,,,
2010-05-11,64,2,110,0,,,,
2010-05-12,51,0,88,0,,,,
2010-05-13,55,2,88,0,,,,
2010-05-14,72,1,114,0,,,,
2010-05-15,100,1,180,0,,,,
2010-05-16,80,3,165,0,,,,
2010-05-17,68,1,136,0,,,,
2010-05-18,104,4,158,0,,,,
2010-05-19,79,2,146,0,,,,
2010-05-20,57,0,103,0,,,,
2010-05-21,78,0,151,0,,,,
2010-05-22,130,4,260,0,,,,
2010-05-23,120,2,215,0,,,,
2010-05-24,70,2,127,0,,,,
2010-05-25,62,3,100,0,,,,
2010-05-26,55,3,111,0,,,,
2010-05-27,66,0,117,0,,,,
2010-05-28,59,1,107,0,,,,
2010-05-29,90,4,179,0,,,,
2010-05-30,79,4,141,0,,,,
2010-05-31,48,3,100,0,,,,
2010-06-01,88,2,169,0,,,,
2010-06-02,76,5,151,0,,,,
2010-06-03,59,3,104,0,,,,
2010-06-04,58,0,91,0,,,,
2010-06-05,82,4,152,0,,,,
2010-06-06,81,1,144,0,,,,
2010-06-07,39,4,72,0,,,,
2010-06-08,43,1,67,0,,,,
2010-06-09,52,1,87,0,,,,
2010-06-10,53,4,83,0,,,,
2010-06-11,63,2,120,0,,,,
2010-06-12,113,1,200,0,,,,
2010-06-13,83,1,180,0,,,,
2010-06-14,50,1,78,0,,,,
2010-06-15,56,2,103,0,,,,
2010-06-16,52,0,86,0,,,,
2010-06-17,58,1,94,0,,,,
2010-06-18,89,2,154,0,,,,
2010-06-19,89,2,173,0,,,,
2010-06-20,75,1,121,0,,,,
2010-06-21,32,5,56,0,,,,
2010-06-22,63,2,112,0,,,,
2010-06-23,51,1,75,0,,,,
2010-06-24,47,0,84,0,,,,
2010-06-25,60,3,103,0,,,,
2010-06-26,89,4,148,0,,,,
2010-06-27,93,2,161,0,,,,
2010-06-28,44,0,71,0,,,,
2010-06-29,50,2,76,0,,,,
2010-06-30,58,3,90,0,,,,
2010-07-01,42,1,77,0,,,,
2010-07-02,89,1,156,0,,,,
2010-07-03,95,2,186,0,,,,
2010-07-04,71,1,140,0,,,,
2010-07-05,34,1,53,0,,,,
2010-07-06,44,0,65,0,,,,
2010-07-07,57,1,103,0,,,,
2010-07-08,58,5,109,0,,,,
2010-07-09,60,2,118,0,,,,
2010-07-10,75,1,149,0,,,,
2010-07-11,103,1,192,0,,,,
2010-07-12,43,0,71,0,,,,
2010-07-13,49,0,98,0,,,,
2010-07-14,58,1,121,0,,,,
2010-07-15,55,3,74,0,,,,
2010-07-16,102,2,184,0,,,,
2010-07-17,112,1,230,0,,,,
2010-07-18,89,2,163,0,,,,
2010-07-19,41,0,77,0,,,,
2010-07-20,46,1,85,0,,,,
2010-07-21,54,0,96,0,,,,
2010-07-22,65,1,117,0,,,,
2010-07-23,70,0,129,0,,,,
2010-07-24,82,4,145,0,,,,
2010-07-25,81,4,145,0,,,,
2010-07-26,30,1,59,0,,,,
2010-07-27,64,2,110,0,,,,
2010-07-28,59,1,111,0,,,,
2010-07-29,48,1,78,0,,,,
2010-07-30,59,0,106,0,,,,
2010-07-31,60,1,116,0,,,,
2010-08-01,66,0,137,0,,,,
2010-08-02,60,0,128,0,,,,
2010-08-03,52,0,100,0,,,,
2010-08-04,49,2,93,0,,,,
2010-08-05,55,0,92,0,,,,
2010-08-06,77,2,138,0,,,,
2010-08-07,61,0,111,0,,,,
2010-08-08,72,2,146,0,,,,
2010-08-09,52,2,92,0,,,,
2010-08-10,93,3,202,0,,,,
2010-08-11,61,0,100,0,,,,
2010-08-12,67,3,114,0,,,,
2010-08-13,90,1,163,0,,,,
2010-08-14,94,3,183,0,,,,
2010-08-15,84,2,183,0,,,,
2010-08-16,51,1,79,0,,,,
2010-08-17,54,0,94,0,,,,
2010-08-18,62,3,112,0,,,,
2010-08-19,58,0,96,0,,,,
2010-08-20,62,2,98,0,,,,
2010-08-21,60,4,128,0,,,,
2010-08-22,80,3,148,0,,,,
2010-08-23,57,2,78,0,,,,
2010-08-24,62,0,118,0,,,,
2010-08-25,71,1,115,0,,,,
2010-08-26,76,2,139,0,,,,
2010-08-27,76,0,136,0,,,,
2010-08-28,88,2,168,0,,,,
2010-08-29,93,5,190,0,,,,
2010-08-30,37,1,67,0,,,,
2010-08-31,68,1,137,0,,,,
2010-09-01,83,1,136,0,,,,
2010-09-02,84,2,144,0,,,,
2010-09-03,70,0,152,0,,,,
2010-09-04,81,5,155,0,,,,
2010-09-05,85,0,165,0,,,,
2010-09-06,66,2,103,0,,,,
2010-09-07,64,0,115,0,,,,
2010-09-08,53,2,100,0,,,,
2010-09-09,95,3,151,0,,,,
2010-09-10,110,3,202,0,,,,
2010-09-11,151,4,315,0,,,,
2010-09-12,103,3,184,0,,,,
2010-09-13,47,0,91,0,,,,
2010-09-14,64,1,117,0,,,,
2010-09-15,52,2,74,0,,,,
2010-09-16,76,3,128,0,,,,
2010-09-17,50,1,95,0,,,,
2010-09-18,86,2,142,0,,,,
2010-09-19,88,0,162,0,,,,
2010-09-20,76,1,120,0,,,,
2010-09-21,101,0,191,0,,,,
2010-09-22,68,4,143,0,,,,
2010-09-23,71,1,124,0,,,,
2010-09-24,56,3,118,0,,,,
2010-09-25,58,2,118,0,,,,
2010-09-26,50,2,111,0,,,,
2010-09-27,48,2,76,0,,,,
2010-09-28,47,3,80,0,,,,
2010-09-29,56,4,105,0,,,,
2010-09-30,71,4,126,0,,,,
2010-10-01,70,1,109,0,,,,
2010-10-02,123,2,248,0,,,,
2010-10-03,142,4,287,0,,,,
2010-10-04,53,2,95,0,,,,
2010-10-05,68,3,122,0,,,,
2010-10-06,77,1,137,0,,,,
2010-10-07,71,1,123,0,,,,
2010-10-08,81,0,162,0,,,,
2010-10-09,86,0,161,0,,,,
2010-10-10,94,4,185,0,,,,
2010-10-11,47,1,73,0,,,,
2010-10-12,63,2,106,0,,,,
2010-10-13,46,2,76,0,,,,
2010-10-14,57,4,97,0,,,,
2010-10-15,80,4,138,0,,,,
2010-10-16,99,0,179,0,,,,
2010-10-17,78,2,145,0,,,,
2010-10-18,45,1,69,0,,,,
2010-10-19,49,4,76,0,,,,
2010-10-20,59,1,110,0,,,,
2010-10-21,64,2,118,0,,,,
2010-10-22,75,2,139,0,,,,
2010-10-23,86,3,173,0,,,,
2010-10-24,109,3,219,0,,,,
2010-10-25,55,0,91,0,,,,
2010-10-26,75,3,122,0,,,,
2010-10-27,83,3,149,0,,,,
2010-10-28,78,1,128,0,,,,
2010-10-29,67,4,110,0,,,,
2010-10-30,117,8,208,0,,,,
2010-10-31,92,2,161,0,,,,
2010-11-01,63,2,104,0,,,,
2010-11-02,68,2,109,0,,,,
2010-11-03,61,1,119,0,,,,
2010-11-04,68,2,126,0,,,,
2010-11-05,67,1,127,0,,,,
2010-11-06,96,3,192,0,,,,
2010-11-07,102,3,199,0,,,,
2010-11-08,72,0,129,0,,,,
2010-11-09,64,2,118,0,,,,
2010-11-10,87,0,159,0,,,,
2010-11-11,99,3,168,0,,,,
2010-11-12,83,2,130,0,,,,
2010-11-13,83,1,164,0,,,,
2010-11-14,81,2,152,0,,,,
2010-11-15,60,2,109,0,,,,
2010-11-16,69,1,116,0,,,,
2010-11-17,66,0,110,0,,,,
2010-11-18,68,2,114,0,,,,
2010-11-19,89,2,165,0,,,,
2010-11-20,93,4,206,0,,,,
2010-11-21,87,2,220,0,,,,
2010-11-22,66,3,103,0,,,,
2010-11-23,66,2,102,0,,,,
2010-11-24,66,1,120,0,,,,
2010-11-25,81,1,130,0,,,,
2010-11-26,87,1,150,0,,,,
2010-11-27,99,2,219,0,,,,
2010-11-28,87,1,176,0,,,,
2010-11-29,69,7,97,0,,,,
2010-11-30,81,3,134,0,,,,
2010-12-01,68,1,114,0,,,,
2010-12-02,81,1,133,0,,,,
2010-12-03,70,0,129,0,,,,
2010-12-04,114,8,208,0,,,,
2010-12-05,77,4,137,0,,,,
2010-12-06,60,7,94,0,,,,
2010-12-07,52,2,103,0,,,,
2010-12-08,80,3,145,0,,,,
2010-12-09,72,1,127,0,,,,
2010-12-10,83,3,155,0,,,,
2010-12-11,122,4,209,0,,,,
2010-12-12,90,5,172,0,,,,
2010-12-13,57,0,104,0,,,,
2010-12-14,56,1,97,0,,,,
2010-12-15,72,1,149,0,,,,
2010-12-16,86,1,161,0,,,,
2010-12-17,88,1,147,0,,,,
2010-12-18,96,1,172,0,,,,
2010-12-19,74,3,150,0,,,,
2010-12-20,51,1,100,0,,,,
2010-12-21,65,2,117,0,,,,
2010-12-22,62,0,102,0,,,,
2010-12-23,76,2,139,0,,,,
2010-12-24,66,1,114,0,,,,
2010-12-25,70,1,136,0,,,,
2010-12-26,49,0,91,0,,,,
2010-12-27,30,0,58,0,,,,
2010-12-28,61,2,116,0,,,,
2010-12-29,75,0,142,0,,,,
2010-12-30,97,1,179,0,,,,
2010-12-31,88,0,161,0,,,,
2011-01-01,74,2,163,0,,,,
2011-01-02,46,2,92,0,,,,
2011-01-03,60,3,96,0,,,,
2011-01-04,53,0,98,0,,,,
2011-01-05,56,3,98,0,,,,
2011-01-06,54,1,85,0,,,,
2011-01-07,70,0,135,0,,,,
2011-01-08,77,2,139,0,,,,
2011-01-09,77,1,165,0,,,,
2011-01-10,43,1,71,0,,,,
2011-01-11,57,3,96,0,,,,
2011-01-12,64,1,113,0,,,,
2011-01-13,69,2,151,0,,,,
2011-01-14,56,1,96,0,,,,
2011-01-15,80,1,159,0,,,,
2011-01-16,81,2,164,0,,,,
2011-01-17,58,1,101,0,,,,
2011-01-18,61,3,125,0,,,,
2011-01-19,61,0,121,0,,,,
2011-01-20,59,1,109,0,,,,
2011-01-21,82,1,162,0,,,,
2011-01-22,92,2,189,0,,,,
2011-01-23,71,2,133,0,,,,
2011-01-24,33,0,66,0,,,,
2011-01-25,60,1,90,0,,,,
2011-01-26,49,0,102,0,,,,
2011-01-27,75,0,127,0,,,,
2011-01-28,57,3,97,0,,,,
2011-01-29,100,1,190,0,,,,
2011-01-30,57,1,120,0,,,,
2011-01-31,64,4,91,0,,,,
2011-02-01,82,1,150,0,,,,
2011-02-02,81,1,161,0,,,,
2011-02-03,59,3,117,0,,,,
2011-02-04,47,1,96,0,,,,
2011-02-05,62,1,160,0,,,,
2011-02-06,62,3,127,0,,,,
2011-02-07,49,2,74,0,,,,
2011-02-08,42,0,78,0,,,,
2011-02-09,47,4,84,0,,,,
2011-02-10,52,0,80,0,,,,
2011-02-11,63,1,114,0,,,,
2011-02-12,80,4,158,0,,,,
2011-02-13,75,3,158,0,,,,
2011-02-14,35,1,53,0,,,,
2011-02-15,55,0,111,0,,,,
2011-02-16,49,1,82,0,,,,
2011-02-17,66,0,118,0,,,,
2011-02-18,76,1,146,0,,,,
2011-02-19,76,1,156,0,,,,
2011-02-20,82,5,173,0,,,,
2011-02-21,62,0,106,0,,,,
2011-02-22,48,2,81,0,,,,
2011-02-23,65,0,122,0,,,,
2011-02-24,58,1,95,0,,,,
2011-02-25,66,0,127,0,,,,
2011-02-26,54,2,97,0,,,,
2011-02-27,99,2,206,0,,,,
2011-02-28,63,2,100,0,,,,
2011-03-01,96,2,188,0,,,,
2011-03-02,36,1,68,0,,,,
2011-03-03,49,1,73,0,,,,
2011-03-04,59,1,102,0,,,,
2011-03-05,73,1,140,0,,,,
2011-03-06,63,2,126,0,,,,
2011-03-07,42,1,74,0,,,,
2011-03-08,52,1,79,0,,,,
2011-03-09,45,0,72,0,,,,
2011-03-10,58,0,97,0,,,,
2011-03-11,54,0,101,0,,,,
2011-03-12,75,2,146,0,,,,
2011-03-13,59,2,104,0,,,,
2011-03-14,40,0,66,0,,,,
2011-03-15,50,1,85,0,,,,
2011-03-16,54,1,99,0,,,,
2011-03-17,56,1,108,0,,,,
2011-03-18,73,0,104,0,,,,
2011-03-19,76,2,141,0,,,,
2011-03-20,95,1,191,0,,,,
2011-03-21,45,3,69,0,,,,
2011-03-22,63,1,117,0,,,,
2011-03-23,69,4,114,0,,,,
2011-03-24,85,3,152,0,,,,
2011-03-25,76,1,125,0,,,,
2011-03-26,83,0,162,0,,,,
2011-03-27,77,0,148,0,,,,
2011-03-28,57,0,95,0,,,,
2011-03-29,56,0,73,0,,,,
2011-03-30,69,2,120,0,,,,
2011-03-31,69,2,107,0,,,,
2011-04-01,56,1,101,0,,,,
2011-04-02,82,3,170,0,,,,
2011-04-03,68,0,116,0,,,,
2011-04-04,49,1,88,0,,,,
2011-04-05,49,0,75,0,,,,
2011-04-06,58,3,84,0,,,,
2011-04-07,124,5,209,0,,,,
2011-04-08,95,3,160,0,,,,
2011-04-09,70,2,139,0,,,,
2011-04-10,74,3,150,0,,,,
2011-04-11,64,0,109,0,,,,
2011-04-12,61,1,102,0,,,,
2011-04-13,63,5,110,0,,,,
2011-04-14,47,0,86,0,,,,
2011-04-15,72,3,136,0,,,,
2011-04-16,84,3,136,0,,,,
2011-04-17,78,6,154,0,,,,
2011-04-18,48,0,84,0,,,,
2011-04-19,63,2,93,0,,,,
2011-04-20,43,2,72,0,,,,
2011-04-21,71,1,127,0,,,,
2011-04-22,100,2,167,0,,,,
2011-04-23,92,5,182,0,,,,
2011-04-24,73,2,126,0,,,,
2011-04-25,48,1,86,0,,,,
2011-04-26,96,2,175,0,,,,
2011-04-27,60,2,96,0,,,,
2011-04-28,55,1,93,0,,,,
2011-04-29,87,3,149,0,,,,
2011-04-30,187,1,359,0,,,,
2011-05-01,95,2,214,0,,,,
2011-05-02,37,1,75,0,,,,
2011-05-03,64,3,105,0,,,,
2011-05-04,56,0,107,0,,,,
2011-05-05,79,1,150,0,,,,
2011-05-06,40,1,76,0,,,,
2011-05-07,89,1,167,0,,,,
2011-05-08,61,0,153,0,,,,
2011-05-09,54,3,83,0,,,,
2011-05-10,101,5,206,0,,,,
2011-05-11,83,4,145,0,,,,
2011-05-12,56,0,104,0,,,,
2011-05-13,52,3,70,0,,,,
2011-05-14,73,2,128,0,,,,
2011-05-15,66,3,147,0,,,,
2011-05-16,45,1,75,0,,,,
2011-05-17,55,3,99,0,,,,
2011-05-18,61,0,118,0,,,,
2011-05-19,56,2,85,0,,,,
2011-05-20,73,0,127,0,,,,
2011-05-21,107,5,196,0,,,,
2011-05-22,67,2,130,0,,,,
2011-05-23,43,0,69,0,,,,
2011-05-24,45,1,72,0,,,,
2011-05-25,63,1,107,0,,,,
2011-05-26,58,1,120,0,,,,
2011-05-27,70,1,114,0,,,,
2011-05-28,76,3,143,0,,,,
2011-05-29,67,3,123,0,,,,
2011-05-30,42,1,68,0,,,,
2011-05-31,75,2,120,0,,,,
2011-06-01,75,2,115,0,,,,
2011-06-02,71,0,123,0,,,,
2011-06-03,56,2,100,0,,,,
2011-06-04,56,0,127,0,,,,
2011-06-05,57,1,135,0,,,,
2011-06-06,55,5,106,0,,,,
2011-06-07,55,2,95,0,,,,
2011-06-08,38,2,72,0,,,,
2011-06-09,56,2,79,0,,,,
2011-06-10,56,1,102,0,,,,
2011-06-11,69,0,120,0,,,,
2011-06-12,55,3,106,0,,,,
2011-06-13,37,1,57,0,,,,
2011-06-14,49,2,89,0,,,,
2011-06-15,47,1,88,0,,,,
2011-06-16,62,4,104,0,,,,
2011-06-17,64,0,95,0,,,,
2011-06-18,76,2,141,0,,,,
2011-06-19,68,0,141,0,,,,
2011-06-20,42,0,68,0,,,,
2011-06-21,54,2,107,0,,,,
2011-06-22,70,0,119,0,,,,
2011-06-23,64,2,124,0,,,,
2011-06-24,89,3,166,0,,,,
2011-06-25,125,2,265,0,,,,
2011-06-26,104,5,195,0,,,,
2011-06-27,51,3,95,0,,,,
2011-06-28,55,1,99,0,,,,
2011-06-29,80,0,137,0,,,,
2011-06-30,89,0,144,0,,,,
2011-07-01,64,1,115,0,,,,
2011-07-02,67,4,116,0,,,,
2011-07-03,91,1,166,0,,,,
2011-07-04,49,2,73,0,,,,
2011-07-05,55,2,94,0,,,,
2011-07-06,61,3,100,0,,,,
2011-07-07,73,2,121,0,,,,
2011-07-08,112,4,182,0,,,,
2011-07-09,106,0,206,0,,,,
2011-07-10,106,3,225,0,,,,
2011-07-11,71,0,114,0,,,,
2011-07-12,86,4,155,0,,,,
2011-07-13,75,2,139,0,,,,
2011-07-14,80,1,131,0,,,,
2011-07-15,72,3,121,0,,,,
2011-07-16,100,1,177,0,,,,
2011-07-17,53,1,122,0,,,,
2011-07-18,37,2,58,0,,,,
2011-07-19,68,2,133,0,,,,
2011-07-20,42,3,67,0,,,,
2011-07-21,56,3,108,0,,,,
2011-07-22,50,1,76,0,,,,
2011-07-23,76,1,153,0,,,,
2011-07-24,71,3,135,0,,,,
2011-07-25,37,3,55,0,,,,
2011-07-26,60,0,104,0,,,,
2011-07-27,85,1,139,0,,,,
2011-07-28,79,1,147,0,,,,
2011-07-29,67,2,108,0,,,,
2011-07-30,69,2,126,0,,,,
2011-07-31,81,3,206,0,,,,
2011-08-01,67,3,129,0,,,,
2011-08-02,61,0,126,0,,,,
2011-08-03,53,3,91,0,,,,
2011-08-04,52,1,93,0,,,,
2011-08-05,56,1,127,0,,,,
2011-08-06,52,3,87,0,,,,
2011-08-07,50,3,104,0,,,,
2011-08-08,49,2,66,0,,,,
2011-08-09,51,1,94,0,,,,
2011-08-10,56,1,91,0,,,,
2011-08-11,46,0,81,0,,,,
2011-08-12,71,2,145,0,,,,
2011-08-13,76,2,163,0,,,,
2011-08-14,71,3,161,0,,,,
2011-08-15,51,2,106,0,,,,
2011-08-16,53,1,81,0,,,,
2011-08-17,65,1,125,0,,,,
2011-08-18,56,0,112,0,,,,
2011-08-19,47,1,75,0,,,,
2011-08-20,73,1,128,0,,,,
2011-08-21,72,2,134,0,,,,
2011-08-22,47,4,71,0,,,,
2011-08-23,55,3,95,0,,,,
2011-08-24,55,1,114,0,,,,
2011-08-25,52,0,79,0,,,,
2011-08-26,76,4,139,0,,,,
2011-08-27,72,1,126,0,,,,
2011-08-28,81,1,155,0,,,,
2011-08-29,59,3,94,0,,,,
2011-08-30,45,1,92,0,,,,
2011-08-31,55,0,100,0,,,,
2011-09-01,61,1,98,0,,,,
2011-09-02,67,0,115,0,,,,
2011-09-03,64,1,117,0,,,,
2011-09-04,79,3,135,0,,,,
2011-09-05,48,0,92,0,,,,
2011-09-06,60,0,107,0,,,,
2011-09-07,62,3,112,0,,,,
2011-09-08,67,1,144,0,,,,
2011-09-09,77,2,138,0,,,,
2011-09-10,83,1,167,0,,,,
2011-09-11,82,4,190,0,,,,
2011-09-12,53,5,139,0,,,,
2011-09-13,66,2,148,0,,,,
2011-09-14,49,2,84,0,,,,
2011-09-15,50,0,81,0,,,,
2011-09-16,37,2,67,0,,,,
2011-09-17,72,6,131,0,,,,
2011-09-18,60,2,103,0,,,,
2011-09-19,48,1,75,0,,,,
2011-09-20,49,2,78,0,,,,
2011-09-21,54,2,85,0,,,,
2011-09-22,45,1,75,0,,,,
2011-09-23,53,5,83,0,,,,
2011-09-24,71,1,153,0,,,,
2011-09-25,70,1,137,0,,,,
2011-09-26,37,1,74,0,,,,
2011-09-27,43,6,74,0,,,,
2011-09-28,55,1,85,0,,,,
2011-09-29,71,1,126,0,,,,
2011-09-30,75,2,136,0,,,,
2011-10-01,88,2,195,0,,,,
2011-10-02,68,2,144,0,,,,
2011-10-03,67,2,128,0,,,,
2011-10-04,42,1,75,0,,,,
2011-10-05,48,1,72,0,,,,
2011-10-06,61,0,109,0,,,,
2011-10-07,73,2,115,0,,,,
2011-10-08,74,1,140,0,,,,
2011-10-09,83,3,165,0,,,,
2011-10-10,36,3,61,0,,,,
2011-10-11,74,1,135,0,,,,
2011-10-12,75,5,133,0,,,,
2011-10-13,57,1,86,0,,,,
2011-10-14,83,0,152,0,,,,
2011-10-15,99,0,159,0,,,,
2011-10-16,83,3,149,0,,,,
2011-10-17,46,4,82,0,,,,
2011-10-18,66,3,105,0,,,,
2011-10-19,53,1,81,0,,,,
2011-10-20,48,0,92,0,,,,
2011-10-21,113,3,199,0,,,,
2011-10-22,122,1,207,0,,,,
2011-10-23,80,3,151,0,,,,
2011-10-24,71,2,120,0,,,,
2011-10-25,72,3,126,0,,,,
2011-10-26,49,0,84,0,,,,
2011-10-27,65,1,122,0,,,,
2011-10-28,64,0,115,0,,,,
2011-10-29,115,1,212,0,,,,
2011-10-30,102,1,193,0,,,,
2011-10-31,63,3,102,0,,,,
2011-11-01,60,2,103,0,,,,
2011-11-02,62,1,116,0,,,,
2011-11-03,64,1,137,0,,,,
2011-11-04,63,1,100,0,,,,
2011-11-05,126,2,246,0,,,,
2011-11-06,71,4,127,0,,,,
2011-11-07,38,3,65,0,,,,
2011-11-08,50,0,110,0,,,,
2011-11-09,55,0,94,0,,,,
2011-11-10,69,1,111,0,,,,
2011-11-11,91,3,185,0,,,,
2011-11-12,80,3,174,0,,,,
2011-11-13,50,0,97,0,,,,
2011-11-14,43,1,85,0,,,,
2011-11-15,59,3,86,0,,,,
2011-11-16,58,2,111,0,,,,
2011-11-17,76,2,122,0,,,,
2011-11-18,127,1,228,0,,,,
2011-11-19,101,2,179,0,,,,
2011-11-20,88,6,175,0,,,,
2011-11-21,57,3,107,0,,,,
2011-11-22,43,1,79,0,,,,
2011-11-23,82,4,127,0,,,,
2011-11-24,60,0,105,0,,,,
2011-11-25,72,1,169,0,,,,
2011-11-26,86,2,157,0,,,,
2011-11-27,64,2,142,0,,,,
2011-11-28,52,1,95,0,,,,
2011-11-29,81,1,150,0,,,,
2011-11-30,118,1,215,0,,,,
2011-12-01,75,1,147,0,,,,
2011-12-02,86,2,143,0,,,,
2011-12-03,100,1,158,0,,,,
