날짜,사고,사망,부상,비트코인가격,,,사고,사망
2005-01-01,65,3,163,0,,2005,20867,699
2005-01-02,30,0,47,0,,2006,27064,819
2005-01-03,38,0,83,0,,2007,25990,904
2005-01-04,35,2,61,0,,2008,25080,880
2005-01-05,47,1,75,0,,2009,26042,805
2005-01-06,43,2,70,0,,2010,25597,674
2005-01-07,49,1,88,0,,2011,24154,699
2005-01-08,55,4,107,0,,2012,23465,677
2005-01-09,48,0,128,0,,2013,20206,578
2005-01-10,37,2,55,0,,2014,17361,457
2005-01-11,43,0,75,0,,2015,19599,494
2005-01-12,44,2,83,0,,2016,17397,402
2005-01-13,50,1,118,0,,2017,16710,372
2005-01-14,57,2,107,0,,2018,15851,289
2005-01-15,61,1,125,0,,2019,12649,243
2005-01-16,54,3,114,0,,2020,13877,224
2005-01-17,42,2,75,0,,2021,11967,152
2005-01-18,47,0,80,0,,2022,11868,164
2005-01-19,43,1,74,0,,2023,10271,116
2005-01-20,54,4,88,0,,,,
2005-01-21,43,4,72,0,,,,
2005-01-22,53,1,90,0,,,,
2005-01-23,65,5,138,0,,,,
2005-01-24,39,2,61,0,,,,
2005-01-25,44,2,67,0,,,,
2005-01-26,46,2,82,0,,,,
2005-01-27,40,2,63,0,,,,
2005-01-28,58,1,104,0,,,,
2005-01-29,56,2,121,0,,,,
2005-01-30,57,0,93,0,,,,
2005-01-31,49,2,93,0,,,,
2005-02-01,43,1,71,0,,,,
2005-02-02,44,2,79,0,,,,
2005-02-03,51,2,91,0,,,,
2005-02-04,54,3,107,0,,,,
2005-02-05,48,3,95,0,,,,
2005-02-06,56,7,115,0,,,,
2005-02-07,55,1,106,0,,,,
2005-02-08,72,3,130,0,,,,
2005-02-09,36,1,99,0,,,,
2005-02-10,23,0,53,0,,,,
2005-02-11,55,0,109,0,,,,
2005-02-12,48,4,73,0,,,,
2005-02-13,32,1,54,0,,,,
2005-02-14,34,4,54,0,,,,
2005-02-15,78,0,140,0,,,,
2005-02-16,74,1,128,0,,,,
2005-02-17,44,0,67,0,,,,
2005-02-18,69,4,111,0,,,,
2005-02-19,75,2,122,0,,,,
2005-02-20,55,2,117,0,,,,
2005-02-21,51,1,96,0,,,,
2005-02-22,38,3,66,0,,,,
2005-02-23,46,2,67,0,,,,
2005-02-24,45,1,72,0,,,,
2005-02-25,59,1,103,0,,,,
2005-02-26,65,3,123,0,,,,
2005-02-27,43,1,83,0,,,,
2005-02-28,39,0,62,0,,,,
2005-03-01,53,5,87,0,,,,
2005-03-02,42,3,76,0,,,,
2005-03-03,40,0,74,0,,,,
2005-03-04,36,1,72,0,,,,
2005-03-05,70,1,123,0,,,,
2005-03-06,69,2,114,0,,,,
2005-03-07,45,1,75,0,,,,
2005-03-08,49,3,74,0,,,,
2005-03-09,36,1,64,0,,,,
2005-03-10,72,4,105,0,,,,
2005-03-11,70,2,118,0,,,,
2005-03-12,66,1,127,0,,,,
2005-03-13,56,2,92,0,,,,
2005-03-14,38,1,65,0,,,,
2005-03-15,51,3,89,0,,,,
2005-03-16,65,1,113,0,,,,
2005-03-17,75,1,124,0,,,,
2005-03-18,55,1,94,0,,,,
2005-03-19,64,1,104,0,,,,
2005-03-20,57,0,116,0,,,,
2005-03-21,39,1,62,0,,,,
2005-03-22,57,0,105,0,,,,
2005-03-23,54,3,89,0,,,,
2005-03-24,48,0,103,0,,,,
2005-03-25,45,1,79,0,,,,
2005-03-26,61,0,100,0,,,,
2005-03-27,67,1,135,0,,,,
2005-03-28,39,2,66,0,,,,
2005-03-29,50,3,74,0,,,,
2005-03-30,50,0,78,0,,,,
2005-03-31,59,5,100,0,,,,
2005-04-01,49,0,112,0,,,,
2005-04-02,49,3,88,0,,,,
2005-04-03,67,2,148,0,,,,
2005-04-04,40,3,71,0,,,,
2005-04-05,62,2,132,0,,,,
2005-04-06,45,0,83,0,,,,
2005-04-07,38,1,74,0,,,,
2005-04-08,46,4,72,0,,,,
2005-04-09,88,3,174,0,,,,
2005-04-10,96,6,195,0,,,,
2005-04-11,42,1,63,0,,,,
2005-04-12,46,0,79,0,,,,
2005-04-13,43,2,83,0,,,,
2005-04-14,36,0,61,0,,,,
2005-04-15,39,2,74,0,,,,
2005-04-16,59,2,121,0,,,,
2005-04-17,55,1,108,0,,,,
2005-04-18,35,1,57,0,,,,
2005-04-19,86,3,151,0,,,,
2005-04-20,64,1,122,0,,,,
2005-04-21,49,1,80,0,,,,
2005-04-22,41,2,79,0,,,,
2005-04-23,51,4,106,0,,,,
2005-04-24,72,2,133,0,,,,
2005-04-25,37,2,68,0,,,,
2005-04-26,49,2,88,0,,,,
2005-04-27,46,2,86,0,,,,
2005-04-28,41,0,75,0,,,,
2005-04-29,46,3,77,0,,,,
2005-04-30,67,1,115,0,,,,
2005-05-01,78,3,159,0,,,,
2005-05-02,46,2,83,0,,,,
2005-05-03,44,0,71,0,,,,
2005-05-04,45,1,81,0,,,,
2005-05-05,78,3,149,0,,,,
2005-05-06,85,2,154,0,,,,
2005-05-07,74,5,168,0,,,,
2005-05-08,63,3,117,0,,,,
2005-05-09,39,2,66,0,,,,
2005-05-10,46,3,71,0,,,,
2005-05-11,74,0,114,0,,,,
2005-05-12,57,5,99,0,,,,
2005-05-13,51,0,87,0,,,,
2005-05-14,73,1,132,0,,,,
2005-05-15,69,5,140,0,,,,
2005-05-16,34,0,52,0,,,,
2005-05-17,69,3,124,0,,,,
2005-05-18,110,3,218,0,,,,
2005-05-19,50,1,91,0,,,,
2005-05-20,58,3,115,0,,,,
2005-05-21,69,2,142,0,,,,
2005-05-22,63,1,140,0,,,,
2005-05-23,41,0,81,0,,,,
2005-05-24,51,3,76,0,,,,
2005-05-25,52,1,87,0,,,,
2005-05-26,47,1,80,0,,,,
2005-05-27,54,2,107,0,,,,
2005-05-28,54,2,109,0,,,,
2005-05-29,63,1,121,0,,,,
2005-05-30,35,1,56,0,,,,
2005-05-31,51,3,101,0,,,,
2005-06-01,62,2,111,0,,,,
2005-06-02,73,2,110,0,,,,
2005-06-03,41,1,89,0,,,,
2005-06-04,57,1,98,0,,,,
2005-06-05,51,8,95,0,,,,
2005-06-06,47,1,90,0,,,,
2005-06-07,33,3,72,0,,,,
2005-06-08,41,2,76,0,,,,
2005-06-09,43,1,73,0,,,,
2005-06-10,81,1,130,0,,,,
2005-06-11,77,1,146,0,,,,
2005-06-12,59,5,124,0,,,,
2005-06-13,31,1,48,0,,,,
2005-06-14,41,0,76,0,,,,
2005-06-15,52,1,122,0,,,,
2005-06-16,45,0,88,0,,,,
2005-06-17,58,1,131,0,,,,
2005-06-18,65,0,125,0,,,,
2005-06-19,68,3,130,0,,,,
2005-06-20,40,2,78,0,,,,
2005-06-21,40,4,62,0,,,,
2005-06-22,38,2,62,0,,,,
2005-06-23,48,0,79,0,,,,
2005-06-24,39,1,71,0,,,,
2005-06-25,52,0,88,0,,,,
2005-06-26,68,1,134,0,,,,
2005-06-27,81,2,134,0,,,,
2005-06-28,83,1,173,0,,,,
2005-06-29,57,2,96,0,,,,
2005-06-30,58,0,105,0,,,,
2005-07-01,77,2,145,0,,,,
2005-07-02,88,3,158,0,,,,
2005-07-03,78,2,168,0,,,,
2005-07-04,54,0,100,0,,,,
2005-07-05,50,0,84,0,,,,
2005-07-06,38,2,77,0,,,,
2005-07-07,51,3,113,0,,,,
2005-07-08,81,3,159,0,,,,
2005-07-09,116,3,196,0,,,,
2005-07-10,72,3,133,0,,,,
2005-07-11,56,4,111,0,,,,
2005-07-12,48,0,90,0,,,,
2005-07-13,53,4,94,0,,,,
2005-07-14,45,4,87,0,,,,
2005-07-15,43,1,71,0,,,,
2005-07-16,49,5,81,0,,,,
2005-07-17,68,2,139,0,,,,
2005-07-18,39,1,64,0,,,,
2005-07-19,39,1,71,0,,,,
2005-07-20,57,0,86,0,,,,
2005-07-21,40,2,59,0,,,,
2005-07-22,52,0,83,0,,,,
2005-07-23,52,1,102,0,,,,
2005-07-24,56,1,125,0,,,,
2005-07-25,36,2,63,0,,,,
2005-07-26,44,0,97,0,,,,
2005-07-27,40,2,72,0,,,,
2005-07-28,75,3,118,0,,,,
2005-07-29,59,0,116,0,,,,
2005-07-30,73,7,143,0,,,,
2005-07-31,49,4,107,0,,,,
2005-08-01,58,4,103,0,,,,
2005-08-02,80,5,208,0,,,,
2005-08-03,50,0,92,0,,,,
2005-08-04,32,1,57,0,,,,
2005-08-05,56,3,93,0,,,,
2005-08-06,54,1,102,0,,,,
2005-08-07,75,4,135,0,,,,
2005-08-08,43,5,71,0,,,,
2005-08-09,52,3,96,0,,,,
2005-08-10,62,2,98,0,,,,
2005-08-11,77,3,150,0,,,,
2005-08-12,66,1,108,0,,,,
2005-08-13,74,0,178,0,,,,
2005-08-14,69,0,154,0,,,,
2005-08-15,52,1,106,0,,,,
2005-08-16,45,1,91,0,,,,
2005-08-17,54,2,97,0,,,,
2005-08-18,58,0,117,0,,,,
2005-08-19,60,1,110,0,,,,
2005-08-20,96,7,159,0,,,,
2005-08-21,73,12,143,0,,,,
2005-08-22,49,2,84,0,,,,
2005-08-23,51,2,89,0,,,,
2005-08-24,89,0,172,0,,,,
2005-08-25,106,3,172,0,,,,
2005-08-26,70,3,108,0,,,,
2005-08-27,66,1,133,0,,,,
2005-08-28,59,2,142,0,,,,
2005-08-29,40,3,70,0,,,,
2005-08-30,45,2,81,0,,,,
2005-08-31,47,1,74,0,,,,
2005-09-01,56,4,89,0,,,,
2005-09-02,58,1,105,0,,,,
2005-09-03,59,6,97,0,,,,
2005-09-04,54,4,124,0,,,,
2005-09-05,37,0,61,0,,,,
2005-09-06,62,4,107,0,,,,
2005-09-07,54,2,105,0,,,,
2005-09-08,52,3,92,0,,,,
2005-09-09,65,4,138,0,,,,
2005-09-10,88,1,201,0,,,,
2005-09-11,45,4,90,0,,,,
2005-09-12,36,2,56,0,,,,
2005-09-13,80,2,165,0,,,,
2005-09-14,46,0,87,0,,,,
2005-09-15,55,3,98,0,,,,
2005-09-16,74,1,134,0,,,,
2005-09-17,81,4,184,0,,,,
2005-09-18,60,4,144,0,,,,
2005-09-19,72,1,156,0,,,,
2005-09-20,49,3,98,0,,,,
2005-09-21,78,1,132,0,,,,
2005-09-22,81,2,137,0,,,,
2005-09-23,31,0,66,0,,,,
2005-09-24,58,2,90,0,,,,
2005-09-25,63,4,106,0,,,,
2005-09-26,38,1,67,0,,,,
2005-09-27,52,2,108,0,,,,
2005-09-28,52,1,94,0,,,,
2005-09-29,49,1,90,0,,,,
2005-09-30,108,5,206,0,,,,
2005-10-01,108,0,211,0,,,,
2005-10-02,75,5,171,0,,,,
2005-10-03,77,2,157,0,,,,
2005-10-04,48,0,78,0,,,,
2005-10-05,40,0,70,0,,,,
2005-10-06,60,1,117,0,,,,
2005-10-07,70,3,118,0,,,,
2005-10-08,72,2,142,0,,,,
2005-10-09,72,0,145,0,,,,
2005-10-10,39,4,63,0,,,,
2005-10-11,56,2,105,0,,,,
2005-10-12,51,1,85,0,,,,
2005-10-13,56,1,108,0,,,,
2005-10-14,63,0,115,0,,,,
2005-10-15,92,3,194,0,,,,
2005-10-16,62,3,127,0,,,,
2005-10-17,48,1,90,0,,,,
2005-10-18,49,3,98,0,,,,
2005-10-19,64,1,105,0,,,,
2005-10-20,52,4,96,0,,,,
2005-10-21,74,3,131,0,,,,
2005-10-22,84,3,149,0,,,,
2005-10-23,71,0,159,0,,,,
2005-10-24,34,3,55,0,,,,
2005-10-25,53,2,117,0,,,,
2005-10-26,48,0,92,0,,,,
2005-10-27,52,0,85,0,,,,
2005-10-28,68,3,139,0,,,,
2005-10-29,74,6,172,0,,,,
2005-10-30,76,4,136,0,,,,
2005-10-31,48,2,79,0,,,,
2005-11-01,54,3,99,0,,,,
2005-11-02,52,1,100,0,,,,
2005-11-03,46,3,87,0,,,,
2005-11-04,56,2,97,0,,,,
2005-11-05,80,1,181,0,,,,
2005-11-06,105,3,212,0,,,,
2005-11-07,47,0,81,0,,,,
2005-11-08,49,1,82,0,,,,
2005-11-09,59,2,100,0,,,,
2005-11-10,55,2,98,0,,,,
2005-11-11,72,1,124,0,,,,
2005-11-12,83,1,150,0,,,,
2005-11-13,58,3,110,0,,,,
2005-11-14,42,0,90,0,,,,
2005-11-15,57,0,110,0,,,,
2005-11-16,60,3,107,0,,,,
2005-11-17,58,1,115,0,,,,
2005-11-18,74,0,151,0,,,,
2005-11-19,78,3,141,0,,,,
2005-11-20,71,4,143,0,,,,
2005-11-21,54,3,93,0,,,,
2005-11-22,61,1,124,0,,,,
2005-11-23,59,1,131,0,,,,
2005-11-24,59,3,100,0,,,,
2005-11-25,74,2,147,0,,,,
2005-11-26,99,3,215,0,,,,
2005-11-27,90,1,216,0,,,,
2005-11-28,55,3,105,0,,,,
2005-11-29,52,0,87,0,,,,
2005-11-30,56,3,108,0,,,,
2005-12-01,50,0,94,0,,,,
2005-12-02,54,2,115,0,,,,
2005-12-03,68,2,124,0,,,,
2005-12-04,86,0,169,0,,,,
2005-12-05,42,0,70,0,,,,
2005-12-06,52,1,91,0,,,,
2005-12-07,56,1,102,0,,,,
2005-12-08,69,3,132,0,,,,
2005-12-09,60,0,100,0,,,,
2005-12-10,59,0,99,0,,,,
2005-12-11,67,0,126,0,,,,
2005-12-12,45,1,79,0,,,,
2005-12-13,62,3,113,0,,,,
2005-12-14,45,0,72,0,,,,
2005-12-15,56,1,89,0,,,,
2005-12-16,69,3,121,0,,,,
2005-12-17,80,6,156,0,,,,
2005-12-18,62,3,119,0,,,,
2005-12-19,50,0,113,0,,,,
2005-12-20,53,0,111,0,,,,
2005-12-21,59,2,97,0,,,,
2005-12-22,56,1,102,0,,,,
2005-12-23,58,1,118,0,,,,
2005-12-24,72,1,146,0,,,,
2005-12-25,76,5,166,0,,,,
2005-12-26,49,3,71,0,,,,
2005-12-27,52,0,94,0,,,,
2005-12-28,52,2,105,0,,,,
2005-12-29,68,1,133,0,,,,
2005-12-30,88,3,165,0,,,,
2005-12-31,84,2,171,0,,,,
2006-01-01,62,4,126,0,,,,
2006-01-02,46,0,79,0,,,,
2006-01-03,46,2,76,0,,,,
2006-01-04,51,1,98,0,,,,
2006-01-05,50,4,92,0,,,,
2006-01-06,57,2,101,0,,,,
2006-01-07,65,0,127,0,,,,
2006-01-08,62,1,120,0,,,,
2006-01-09,50,1,77,0,,,,
2006-01-10,59,1,81,0,,,,
2006-01-11,70,1,118,0,,,,
2006-01-12,85,1,142,0,,,,
2006-01-13,99,3,190,0,,,,
2006-01-14,90,0,184,0,,,,
2006-01-15,73,2,128,0,,,,
2006-01-16,50,0,104,0,,,,
2006-01-17,45,3,70,0,,,,
2006-01-18,59,2,89,0,,,,
2006-01-19,45,1,90,0,,,,
2006-01-20,50,4,111,0,,,,
2006-01-21,54,1,101,0,,,,
2006-01-22,48,0,83,0,,,,
2006-01-23,41,0,64,0,,,,
2006-01-24,53,0,91,0,,,,
2006-01-25,44,1,80,0,,,,
2006-01-26,62,3,115,0,,,,
2006-01-27,71,3,148,0,,,,
2006-01-28,82,7,171,0,,,,
2006-01-29,47,0,127,0,,,,
2006-01-30,50,4,134,0,,,,
2006-01-31,82,1,149,0,,,,
2006-02-01,58,0,110,0,,,,
2006-02-02,57,3,86,0,,,,
2006-02-03,49,0,85,0,,,,
2006-02-04,72,3,140,0,,,,
2006-02-05,47,2,106,0,,,,
2006-02-06,58,0,98,0,,,,
2006-02-07,69,1,130,0,,,,
2006-02-08,50,0,88,0,,,,
2006-02-09,53,2,99,0,,,,
2006-02-10,61,2,115,0,,,,
2006-02-11,72,2,127,0,,,,
2006-02-12,58,1,105,0,,,,
2006-02-13,46,2,99,0,,,,
2006-02-14,62,1,98,0,,,,
2006-02-15,65,2,122,0,,,,
2006-02-16,75,1,126,0,,,,
2006-02-17,54,0,103,0,,,,
2006-02-18,60,1,115,0,,,,
2006-02-19,57,1,120,0,,,,
2006-02-20,49,2,94,0,,,,
2006-02-21,37,0,71,0,,,,
2006-02-22,63,3,100,0,,,,
2006-02-23,36,2,62,0,,,,
2006-02-24,58,2,95,0,,,,
2006-02-25,80,5,143,0,,,,
2006-02-26,89,2,207,0,,,,
2006-02-27,49,1,87,0,,,,
2006-02-28,75,2,125,0,,,,
2006-03-01,116,9,238,0,,,,
2006-03-02,56,3,92,0,,,,
2006-03-03,71,2,116,0,,,,
2006-03-04,70,1,144,0,,,,
2006-03-05,78,2,160,0,,,,
2006-03-06,49,0,91,0,,,,
2006-03-07,55,0,107,0,,,,
2006-03-08,55,4,93,0,,,,
2006-03-09,59,0,104,0,,,,
2006-03-10,80,1,183,0,,,,
2006-03-11,78,0,160,0,,,,
2006-03-12,69,1,148,0,,,,
2006-03-13,41,0,64,0,,,,
2006-03-14,39,3,63,0,,,,
2006-03-15,55,0,86,0,,,,
2006-03-16,91,3,161,0,,,,
2006-03-17,55,1,89,0,,,,
2006-03-18,80,3,154,0,,,,
2006-03-19,80,3,193,0,,,,
2006-03-20,44,3,76,0,,,,
2006-03-21,52,2,81,0,,,,
2006-03-22,53,2,91,0,,,,
2006-03-23,67,0,108,0,,,,
2006-03-24,53,3,87,0,,,,
2006-03-25,80,3,162,0,,,,
2006-03-26,80,5,139,0,,,,
2006-03-27,57,3,106,0,,,,
2006-03-28,60,1,110,0,,,,
2006-03-29,66,1,110,0,,,,
2006-03-30,57,1,92,0,,,,
2006-03-31,63,1,116,0,,,,
2006-04-01,113,4,230,0,,,,
2006-04-02,92,2,176,0,,,,
2006-04-03,54,6,103,0,,,,
2006-04-04,76,1,130,0,,,,
2006-04-05,66,2,109,0,,,,
2006-04-06,51,2,111,0,,,,
2006-04-07,78,0,140,0,,,,
2006-04-08,80,1,176,0,,,,
2006-04-09,83,1,173,0,,,,
2006-04-10,79,1,146,0,,,,
2006-04-11,84,3,156,0,,,,
2006-04-12,73,1,122,0,,,,
2006-04-13,62,4,94,0,,,,
2006-04-14,74,1,130,0,,,,
2006-04-15,73,2,131,0,,,,
2006-04-16,79,5,146,0,,,,
2006-04-17,47,2,88,0,,,,
2006-04-18,52,4,91,0,,,,
2006-04-19,97,1,188,0,,,,
2006-04-20,80,6,135,0,,,,
2006-04-21,68,5,118,0,,,,
2006-04-22,94,1,193,0,,,,
2006-04-23,80,0,158,0,,,,
2006-04-24,41,0,75,0,,,,
2006-04-25,40,0,81,0,,,,
2006-04-26,57,0,114,0,,,,
2006-04-27,71,4,122,0,,,,
2006-04-28,82,2,133,0,,,,
2006-04-29,86,5,161,0,,,,
2006-04-30,84,3,181,0,,,,
2006-05-01,72,4,113,0,,,,
2006-05-02,49,1,77,0,,,,
2006-05-03,54,2,98,0,,,,
2006-05-04,58,5,75,0,,,,
2006-05-05,81,3,167,0,,,,
2006-05-06,118,4,228,0,,,,
2006-05-07,80,5,150,0,,,,
2006-05-08,46,0,69,0,,,,
2006-05-09,58,1,91,0,,,,
2006-05-10,92,3,149,0,,,,
2006-05-11,70,2,125,0,,,,
2006-05-12,78,5,150,0,,,,
2006-05-13,85,3,144,0,,,,
2006-05-14,91,5,155,0,,,,
2006-05-15,55,1,115,0,,,,
2006-05-16,49,1,86,0,,,,
2006-05-17,59,2,95,0,,,,
2006-05-18,86,2,135,0,,,,
2006-05-19,91,2,160,0,,,,
2006-05-20,91,3,178,0,,,,
2006-05-21,84,5,152,0,,,,
2006-05-22,71,1,137,0,,,,
2006-05-23,68,0,109,0,,,,
2006-05-24,52,1,88,0,,,,
2006-05-25,60,2,121,0,,,,
2006-05-26,77,3,129,0,,,,
2006-05-27,98,4,176,0,,,,
2006-05-28,90,5,147,0,,,,
2006-05-29,53,1,80,0,,,,
2006-05-30,40,6,58,0,,,,
2006-05-31,97,4,203,0,,,,
2006-06-01,57,0,99,0,,,,
2006-06-02,67,2,112,0,,,,
2006-06-03,78,3,129,0,,,,
2006-06-04,78,4,140,0,,,,
2006-06-05,37,3,70,0,,,,
2006-06-06,75,2,137,0,,,,
2006-06-07,54,2,96,0,,,,
2006-06-08,68,1,120,0,,,,
2006-06-09,69,3,127,0,,,,
2006-06-10,106,5,184,0,,,,
2006-06-11,90,3,169,0,,,,
2006-06-12,52,0,88,0,,,,
2006-06-13,47,1,76,0,,,,
2006-06-14,126,2,232,0,,,,
2006-06-15,68,1,112,0,,,,
2006-06-16,71,3,109,0,,,,
2006-06-17,97,6,163,0,,,,
2006-06-18,72,2,124,0,,,,
2006-06-19,46,0,95,0,,,,
2006-06-20,46,2,80,0,,,,
2006-06-21,73,1,108,0,,,,
2006-06-22,60,3,92,0,,,,
2006-06-23,64,4,108,0,,,,
2006-06-24,71,0,120,0,,,,
2006-06-25,79,3,153,0,,,,
2006-06-26,61,2,104,0,,,,
2006-06-27,69,2,109,0,,,,
2006-06-28,60,2,110,0,,,,
2006-06-29,91,1,163,0,,,,
2006-06-30,120,1,212,0,,,,
2006-07-01,114,2,223,0,,,,
2006-07-02,73,1,139,0,,,,
2006-07-03,49,3,72,0,,,,
2006-07-04,74,2,122,0,,,,
2006-07-05,82,7,137,0,,,,
2006-07-06,89,2,144,0,,,,
2006-07-07,84,6,146,0,,,,
2006-07-08,95,1,199,0,,,,
2006-07-09,103,3,189,0,,,,
2006-07-10,81,1,151,0,,,,
2006-07-11,97,1,176,0,,,,
2006-07-12,108,3,195,0,,,,
2006-07-13,70,0,120,0,,,,
2006-07-14,65,4,103,0,,,,
2006-07-15,108,1,221,0,,,,
2006-07-16,118,2,230,0,,,,
2006-07-17,108,1,188,0,,,,
2006-07-18,106,1,219,0,,,,
2006-07-19,126,0,188,0,,,,
2006-07-20,112,4,180,0,,,,
2006-07-21,79,2,136,0,,,,
2006-07-22,94,2,184,0,,,,
2006-07-23,78,2,157,0,,,,
2006-07-24,53,3,98,0,,,,
2006-07-25,45,1,82,0,,,,
2006-07-26,99,1,171,0,,,,
2006-07-27,109,3,170,0,,,,
2006-07-28,79,4,138,0,,,,
2006-07-29,119,3,254,0,,,,
2006-07-30,76,0,142,0,,,,
2006-07-31,40,1,74,0,,,,
2006-08-01,53,0,119,0,,,,
2006-08-02,65,2,117,0,,,,
2006-08-03,57,2,83,0,,,,
2006-08-04,75,3,147,0,,,,
2006-08-05,69,2,130,0,,,,
2006-08-06,78,2,199,0,,,,
2006-08-07,54,1,99,0,,,,
2006-08-08,67,3,129,0,,,,
2006-08-09,65,0,98,0,,,,
2006-08-10,60,0,99,0,,,,
2006-08-11,58,1,103,0,,,,
2006-08-12,98,5,196,0,,,,
2006-08-13,76,4,153,0,,,,
2006-08-14,42,2,86,0,,,,
2006-08-15,80,4,136,0,,,,
2006-08-16,56,1,108,0,,,,
2006-08-17,73,3,142,0,,,,
2006-08-18,78,2,137,0,,,,
2006-08-19,122,5,242,0,,,,
2006-08-20,82,1,141,0,,,,
2006-08-21,51,6,103,0,,,,
2006-08-22,77,3,139,0,,,,
2006-08-23,77,2,135,0,,,,
2006-08-24,79,4,139,0,,,,
2006-08-25,88,4,156,0,,,,
2006-08-26,103,1,196,0,,,,
2006-08-27,109,4,209,0,,,,
2006-08-28,50,1,77,0,,,,
2006-08-29,93,1,147,0,,,,
2006-08-30,77,1,131,0,,,,
2006-08-31,66,1,130,0,,,,
2006-09-01,77,2,152,0,,,,
2006-09-02,106,6,203,0,,,,
2006-09-03,86,4,193,0,,,,
2006-09-04,42,1,73,0,,,,
2006-09-05,92,2,151,0,,,,
2006-09-06,106,1,177,0,,,,
2006-09-07,76,2,121,0,,,,
2006-09-08,82,1,166,0,,,,
2006-09-09,120,4,228,0,,,,
2006-09-10,101,2,194,0,,,,
2006-09-11,75,2,122,0,,,,
2006-09-12,80,3,157,0,,,,
2006-09-13,69,1,109,0,,,,
2006-09-14,70,0,110,0,,,,
2006-09-15,106,2,181,0,,,,
2006-09-16,123,6,235,0,,,,
2006-09-17,138,3,291,0,,,,
2006-09-18,65,2,128,0,,,,
2006-09-19,71,5,116,0,,,,
2006-09-20,69,5,114,0,,,,
2006-09-21,75,1,132,0,,,,
2006-09-22,68,0,110,0,,,,
2006-09-23,91,0,188,0,,,,
2006-09-24,92,3,175,0,,,,
2006-09-25,58,2,86,0,,,,
2006-09-26,78,3,127,0,,,,
2006-09-27,67,1,111,0,,,,
2006-09-28,90,2,157,0,,,,
2006-09-29,88,3,162,0,,,,
2006-09-30,96,9,146,0,,,,
2006-10-01,91,6,166,0,,,,
2006-10-02,67,0,128,0,,,,
2006-10-03,95,7,158,0,,,,
2006-10-04,96,0,195,0,,,,
2006-10-05,84,3,162,0,,,,
2006-10-06,81,0,182,0,,,,
2006-10-07,80,2,172,0,,,,
2006-10-08,81,1,167,0,,,,
2006-10-09,43,1,68,0,,,,
2006-10-10,49,0,91,0,,,,
2006-10-11,61,0,96,0,,,,
2006-10-12,72,1,118,0,,,,
2006-10-13,73,3,125,0,,,,
2006-10-14,90,6,174,0,,,,
2006-10-15,96,2,184,0,,,,
2006-10-16,57,1,103,0,,,,
2006-10-17,75,2,118,0,,,,
2006-10-18,64,0,110,0,,,,
2006-10-19,70,1,124,0,,,,
2006-10-20,93,2,137,0,,,,
2006-10-21,92,3,167,0,,,,
2006-10-22,135,5,267,0,,,,
2006-10-23,73,3,127,0,,,,
2006-10-24,86,0,137,0,,,,
2006-10-25,61,3,109,0,,,,
2006-10-26,117,6,204,0,,,,
2006-10-27,90,2,153,0,,,,
2006-10-28,111,3,214,0,,,,
2006-10-29,101,5,184,0,,,,
2006-10-30,73,4,115,0,,,,
2006-10-31,66,2,103,0,,,,
2006-11-01,86,1,159,0,,,,
2006-11-02,88,2,164,0,,,,
2006-11-03,87,2,168,0,,,,
2006-11-04,117,4,216,0,,,,
2006-11-05,108,3,261,0,,,,
2006-11-06,107,1,182,0,,,,
2006-11-07,82,5,194,0,,,,
2006-11-08,85,4,144,0,,,,
2006-11-09,91,5,159,0,,,,
2006-11-10,83,0,146,0,,,,
2006-11-11,125,2,235,0,,,,
2006-11-12,116,1,213,0,,,,
2006-11-13,65,2,134,0,,,,
2006-11-14,81,4,134,0,,,,
2006-11-15,105,5,179,0,,,,
2006-11-16,93,2,161,0,,,,
2006-11-17,86,0,130,0,,,,
2006-11-18,110,4,215,0,,,,
2006-11-19,96,4,158,0,,,,
2006-11-20,78,4,125,0,,,,
2006-11-21,66,5,115,0,,,,
2006-11-22,70,3,119,0,,,,
2006-11-23,82,3,155,0,,,,
2006-11-24,79,8,161,0,,,,
2006-11-25,92,4,175,0,,,,
2006-11-26,106,2,230,0,,,,
2006-11-27,86,2,167,0,,,,
2006-11-28,80,3,142,0,,,,
2006-11-29,85,2,157,0,,,,
2006-11-30,88,1,159,0,,,,
2006-12-01,91,3,161,0,,,,
2006-12-02,104,2,214,0,,,,
2006-12-03,80,1,153,0,,,,
2006-12-04,49,2,77,0,,,,
2006-12-05,57,1,83,0,,,,
2006-12-06,68,1,118,0,,,,
2006-12-07,70,1,141,0,,,,
2006-12-08,118,2,233,0,,,,
2006-12-09,123,4,252,0,,,,
2006-12-10,60,3,127,0,,,,
2006-12-11,41,3,65,0,,,,
2006-12-12,57,2,81,0,,,,
2006-12-13,60,1,108,0,,,,
2006-12-14,67,3,110,0,,,,
2006-12-15,65,0,144,0,,,,
2006-12-16,82,7,154,0,,,,
2006-12-17,96,0,198,0,,,,
2006-12-18,39,1,79,0,,,,
2006-12-19,49,2,88,0,,,,
2006-12-20,53,0,91,0,,,,
2006-12-21,62,0,105,0,,,,
2006-12-22,73,2,158,0,,,,
2006-12-23,55,1,98,0,,,,
2006-12-24,72,3,141,0,,,,
2006-12-25,60,4,97,0,,,,
2006-12-26,41,1,64,0,,,,
2006-12-27,67,1,144,0,,,,
2006-12-28,60,0,100,0,,,,
2006-12-29,72,1,146,0,,,,
2006-12-30,80,6,157,0,,,,
2006-12-31,62,7,112,0,,,,
